account_id,name,NULL
4,java,NULL
4,Revival,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Scholar,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Revival,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Favorite Question",NULL
4,agile,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Synonymizer,NULL
4,project-management,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Generalist,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,"Civic Duty",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Revival,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,scrum,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Announcer,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Caucus,NULL
4,Caucus,NULL
4,Constituent,NULL
4,Constituent,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Popular Question",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Question",NULL
4,"Nice Answer",NULL
4,Yearling,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Custodian,NULL
4,Custodian,NULL
4,Guru,NULL
4,"Nice Answer",NULL
4,Necromancer,NULL
4,Enlightened,NULL
4,design,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Custodian,NULL
4,Custodian,NULL
4,Custodian,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Necromancer,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Notable Question",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Reviewer,NULL
4,"Nice Answer",NULL
4,"Notable Question",NULL
4,Outspoken,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Caucus,NULL
4,Guru,NULL
4,Constituent,NULL
4,Booster,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Autobiographer,NULL
4,"Nice Answer",NULL
4,"Popular Question",NULL
4,"Good Answer",NULL
4,Sheriff,NULL
4,"Nice Answer",NULL
4,development-process,NULL
4,"Nice Answer",NULL
4,Announcer,NULL
4,Booster,NULL
4,Informed,NULL
4,"Nice Answer",NULL
4,Necromancer,NULL
4,Yearling,NULL
4,"Nice Answer",NULL
4,Guru,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Announcer,NULL
4,"Popular Question",NULL
4,Enlightened,NULL
4,Announcer,NULL
4,"Good Answer",NULL
4,Booster,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Popular Question",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Guru,NULL
4,requirements,NULL
4,Announcer,NULL
4,"Great Answer",NULL
4,"Great Answer",NULL
4,uml,NULL
4,"Nice Answer",NULL
4,Curious,NULL
4,"Famous Question",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Yearling,NULL
4,"Good Answer",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Explainer,NULL
4,Taxonomist,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Popular Question",NULL
4,"Notable Question",NULL
4,"Nice Answer",NULL
4,Populist,NULL
4,Guru,NULL
4,Custodian,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,"Great Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Famous Question",NULL
4,"Nice Answer",NULL
4,"Nice Question",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Investor,NULL
4,Altruist,NULL
4,testing,NULL
4,Reviewer,NULL
4,Yearling,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,documentation,NULL
4,"Popular Question",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Good Answer",NULL
4,"Good Answer",NULL
4,"Nice Question",NULL
4,Guru,NULL
4,"Nice Answer",NULL
4,"Notable Question",NULL
4,"Notable Question",NULL
4,Necromancer,NULL
4,Revival,NULL
4,Necromancer,NULL
4,Necromancer,NULL
4,"Good Answer",NULL
4,Revival,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Necromancer,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Yearling,NULL
4,Necromancer,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Good Answer",NULL
4,"Good Answer",NULL
4,"Good Answer",NULL
4,Revival,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Revival,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Announcer,NULL
4,Yearling,NULL
4,"Nice Answer",NULL
4,agile,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Necromancer,NULL
4,Announcer,NULL
4,specifications,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,architecture,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Guru,NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Yearling,NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Good Answer",NULL
4,Guru,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Great Answer",NULL
4,Guru,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Census,NULL
4,Guru,NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Nice Question",NULL
4,Caucus,NULL
4,Constituent,NULL
4,Necromancer,NULL
4,Refiner,NULL
4,"Famous Question",NULL
4,code-reviews,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Good Answer",NULL
4,scrum,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,estimation,NULL
4,"Nice Answer",NULL
4,"Notable Question",NULL
4,Yearling,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Guru,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,terminology,NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Announcer,NULL
4,Announcer,NULL
4,Announcer,NULL
4,Booster,NULL
4,Lifejacket,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Good Answer",NULL
4,Guru,NULL
4,"Nice Answer",NULL
4,Necromancer,NULL
4,Booster,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Enlightened,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,Electorate,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,Yearling,NULL
4,"Good Answer",NULL
4,"Good Answer",NULL
4,code-quality,NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,open-source,NULL
4,Sportsmanship,NULL
4,"Good Answer",NULL
4,Populist,NULL
4,"Popular Question",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,Enlightened,NULL
4,Census,NULL
4,"Good Answer",NULL
4,Lifejacket,NULL
4,"Nice Answer",NULL
4,"Popular Question",NULL
4,"Nice Question",NULL
4,Yearling,NULL
4,"Nice Answer",NULL
4,git,NULL
4,Enlightened,NULL
4,Guru,NULL
4,Announcer,NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,licensing,NULL
4,Publicist,NULL
4,"Nice Answer",NULL
4,Announcer,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,Yearling,NULL
4,"Nice Answer",NULL
4,"Nice Answer",NULL
4,"Good Answer",NULL
4,"Nice Answer",NULL
5,Autobiographer,NULL
5,Teacher,NULL
5,Supporter,NULL
5,Beta,NULL
5,"Nice Answer",NULL
5,Critic,NULL
5,Scholar,NULL
5,"Nice Answer",NULL
5,Editor,NULL
5,Mortarboard,NULL
5,Enthusiast,NULL
5,"Good Answer",NULL
5,"Nice Answer",NULL
5,"Nice Answer",NULL
5,"Good Answer",NULL
5,Student,NULL
5,"Citizen Patrol",NULL
5,"Nice Answer",NULL
5,"Good Answer",NULL
5,Yearling,NULL
5,Analytical,NULL
5,"Nice Answer",NULL
5,Yearling,NULL
5,Yearling,NULL
5,Yearling,NULL
5,Yearling,NULL
5,Yearling,NULL
5,Yearling,NULL
5,Yearling,NULL
6,Autobiographer,NULL
6,Teacher,NULL
6,Student,NULL
6,Supporter,NULL
6,Organizer,NULL
6,Mortarboard,NULL
6,Critic,NULL
6,Commentator,NULL
6,"Nice Answer",NULL
6,Self-Learner,NULL
6,Enlightened,NULL
6,Editor,NULL
6,"Nice Answer",NULL
6,Scholar,NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,Beta,NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Good Answer",NULL
6,Populist,NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Popular Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Question",NULL
6,"Nice Answer",NULL
6,"Popular Question",NULL
6,Enlightened,NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,Guru,NULL
6,"Popular Question",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Nice Question",NULL
6,Guru,NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Nice Question",NULL
6,"Great Answer",NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Good Question",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,Enlightened,NULL
6,Enlightened,NULL
6,"Nice Answer",NULL
6,Enthusiast,NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,Enlightened,NULL
6,Pundit,NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,Guru,NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Popular Question",NULL
6,"Good Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,Talkative,NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,Convention,NULL
6,Quorum,NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Good Question",NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Popular Question",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Notable Question",NULL
6,"Popular Question",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Notable Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Question",NULL
6,"Popular Question",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Great Answer",NULL
6,Taxonomist,NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Popular Question",NULL
6,"Nice Question",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Nice Question",NULL
6,"Popular Question",NULL
6,Enlightened,NULL
6,Enlightened,NULL
6,"Good Answer",NULL
6,"Popular Question",NULL
6,"Nice Answer",NULL
6,Necromancer,NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Nice Answer",NULL
6,"Popular Question",NULL
6,"Good Question",NULL
6,Yearling,NULL
6,"Good Question",NULL
6,Revival,NULL
6,"Nice Answer",NULL
6,"Great Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Notable Question",NULL
6,"Good Question",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,Populist,NULL
6,"Nice Answer",NULL
6,Necromancer,NULL
6,Revival,NULL
6,"Good Answer",NULL
6,"Notable Question",NULL
6,Guru,NULL
6,"Popular Question",NULL
6,Caucus,NULL
6,"Nice Question",NULL
6,Announcer,NULL
6,Yearling,NULL
6,Booster,NULL
6,Publicist,NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Popular Question",NULL
6,"Favorite Question",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Great Question",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Notable Question",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,"Good Answer",NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Popular Question",NULL
6,"Good Question",NULL
6,"Good Answer",NULL
6,Constable,NULL
6,"Famous Question",NULL
6,"Good Answer",NULL
6,Yearling,NULL
6,"Popular Question",NULL
6,"Notable Question",NULL
6,"Good Question",NULL
6,"Nice Question",NULL
6,"Famous Question",NULL
6,"Good Answer",NULL
6,"Notable Question",NULL
6,"Popular Question",NULL
6,"Nice Answer",NULL
6,Guru,NULL
6,Yearling,NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Good Answer",NULL
6,"Notable Question",NULL
6,"Good Answer",NULL
6,Curious,NULL
6,"Popular Question",NULL
6,Yearling,NULL
6,"Good Question",NULL
6,"Popular Question",NULL
6,"Great Answer",NULL
6,"Nice Answer",NULL
6,Yearling,NULL
6,"Notable Question",NULL
6,"Famous Question",NULL
6,"Good Answer",NULL
6,Yearling,NULL
6,"Popular Question",NULL
6,"Famous Question",NULL
6,"Nice Answer",NULL
6,Yearling,NULL
6,"Great Answer",NULL
6,"Famous Question",NULL
6,Yearling,NULL
6,"Notable Question",NULL
6,Yearling,NULL
6,"Favorite Question",NULL
6,Yearling,NULL
6,"Nice Answer",NULL
6,Enlightened,NULL
6,"Favorite Question",NULL
6,Yearling,NULL
7,Autobiographer,NULL
7,Supporter,NULL
7,Editor,NULL
7,Teacher,NULL
7,Quorum,NULL
7,"Citizen Patrol",NULL
7,Commentator,NULL
7,Excavator,NULL
7,"Nice Answer",NULL
7,Yearling,NULL
7,Enlightened,NULL
7,Mortarboard,NULL
7,"Good Answer",NULL
7,Caucus,NULL
9,Autobiographer,NULL
9,Teacher,NULL
9,Supporter,NULL
9,Student,NULL
9,"Nice Answer",NULL
9,"Nice Answer",NULL
9,Beta,NULL
9,Scholar,NULL
9,"Good Answer",NULL
9,"Nice Answer",NULL
9,"Good Answer",NULL
9,"Good Answer",NULL
9,"Great Answer",NULL
9,Quorum,NULL
9,Taxonomist,NULL
9,Yearling,NULL
9,Yearling,NULL
9,Mortarboard,NULL
9,Yearling,NULL
9,Yearling,NULL
9,Yearling,NULL
11,Autobiographer,NULL
11,Teacher,NULL
11,Student,NULL
11,Editor,NULL
11,Supporter,NULL
11,Critic,NULL
11,Scholar,NULL
11,Commentator,NULL
11,Organizer,NULL
11,Mortarboard,NULL
11,Cleanup,NULL
11,"Nice Answer",NULL
11,Promoter,NULL
11,Self-Learner,NULL
11,"Nice Answer",NULL
11,Beta,NULL
11,"Nice Answer",NULL
11,"Nice Answer",NULL
11,"Nice Answer",NULL
11,"Nice Question",NULL
11,"Nice Answer",NULL
11,Benefactor,NULL
11,Investor,NULL
11,"Nice Answer",NULL
11,"Nice Answer",NULL
11,Taxonomist,NULL
11,"Nice Question",NULL
11,"Nice Answer",NULL
11,"Good Answer",NULL
11,Altruist,NULL
11,"Nice Question",NULL
11,"Good Answer",NULL
11,"Nice Answer",NULL
11,"Good Answer",NULL
11,"Citizen Patrol",NULL
11,"Civic Duty",NULL
11,"Tag Editor",NULL
11,"Nice Question",NULL
11,"Good Answer",NULL
11,Enthusiast,NULL
11,"Good Answer",NULL
11,"Popular Question",NULL
11,Suffrage,NULL
11,"Nice Question",NULL
11,"Good Answer",NULL
11,"Nice Answer",NULL
11,Pundit,NULL
11,"Nice Answer",NULL
11,Enlightened,NULL
11,"Nice Question",NULL
11,"Good Answer",NULL
11,"Nice Answer",NULL
11,"Nice Question",NULL
11,"Popular Question",NULL
11,"Good Answer",NULL
11,"Popular Question",NULL
11,Quorum,NULL
11,"Nice Question",NULL
11,"Nice Question",NULL
11,"Nice Answer",NULL
11,"Good Question",NULL
11,"Nice Answer",NULL
11,"Nice Answer",NULL
11,"Good Answer",NULL
11,"Nice Answer",NULL
11,"Nice Question",NULL
11,Yearling,NULL
11,"Notable Question",NULL
11,"Nice Answer",NULL
11,"Nice Answer",NULL
11,"Notable Question",NULL
11,"Popular Question",NULL
11,"Nice Answer",NULL
11,"Popular Question",NULL
11,Caucus,NULL
11,Constituent,NULL
11,"Nice Answer",NULL
11,"Good Answer",NULL
11,"Popular Question",NULL
11,Yearling,NULL
11,"Nice Question",NULL
11,"Nice Question",NULL
11,"Popular Question",NULL
11,"Nice Answer",NULL
11,"Popular Question",NULL
11,"Notable Question",NULL
11,"Favorite Question",NULL
11,Yearling,NULL
11,"Popular Question",NULL
11,"Notable Question",NULL
11,"Popular Question",NULL
11,"Popular Question",NULL
11,Yearling,NULL
11,"Nice Question",NULL
11,"Nice Answer",NULL
11,"Nice Question",NULL
11,Curious,NULL
11,"Notable Question",NULL
11,Yearling,NULL
11,Custodian,NULL
11,"Notable Question",NULL
11,"Nice Answer",NULL
11,Yearling,NULL
11,"Good Question",NULL
11,"Favorite Question",NULL
11,"Famous Question",NULL
11,"Famous Question",NULL
11,Yearling,NULL
11,Yearling,NULL
11,Caucus,NULL
11,"Good Answer",NULL
11,Yearling,NULL
11,Custodian,NULL
11,"Popular Question",NULL
11,Yearling,NULL
11,Yearling,NULL
11,"Nice Answer",NULL
11,Yearling,NULL
12,Supporter,NULL
12,Critic,NULL
12,Teacher,NULL
12,Beta,NULL
12,"Nice Answer",NULL
12,Editor,NULL
12,Commentator,NULL
12,"Nice Answer",NULL
12,Yearling,NULL
12,"Good Answer",NULL
12,Yearling,NULL
12,Yearling,NULL
12,Yearling,NULL
12,"Nice Answer",NULL
12,Yearling,NULL
13,Autobiographer,NULL
13,Supporter,NULL
13,Student,NULL
13,Teacher,NULL
13,Critic,NULL
13,Commentator,NULL
13,Editor,NULL
13,"Nice Question",NULL
13,Beta,NULL
13,"Nice Question",NULL
13,"Nice Answer",NULL
13,"Nice Question",NULL
13,"Nice Answer",NULL
13,Quorum,NULL
13,Scholar,NULL
13,Pundit,NULL
13,Taxonomist,NULL
13,"Good Answer",NULL
13,"Good Question",NULL
13,Yearling,NULL
13,"Nice Answer",NULL
13,"Popular Question",NULL
13,Caucus,NULL
13,Constituent,NULL
13,"Popular Question",NULL
13,Enlightened,NULL
13,Yearling,NULL
13,"Nice Question",NULL
13,"Popular Question",NULL
13,"Good Question",NULL
13,Yearling,NULL
13,"Notable Question",NULL
13,"Notable Question",NULL
13,Yearling,NULL
